school,slug,acceptance_rate,sat_total_25th_percentile,sat_total_75th_percentile,act_25th_percentile,act_75th_percentile,graduation_rate,public_or_private,student_to_faculty_ratio,campus_setting,enrollment,in_state_cost,out_state_cost,average_financial_aid,street_address,city,state,zip,phone,website,applicants,accepted,enrolled,percent_submitting_sat,percent_submitting_act,sat_critical_reading_25th_percentile,sat_critical_reading_75th_percentile,sat_math_25th_percentile,sat_math_75th_percentile,sat_writing_25th_percentile,sat_writing_75th_percentile,act_english_25th_percentile,act_english_75th_percentile,act_math_25th_percentile,act_math_75th_percentile_score,
Saint Michael's College,,69%,1570,1850,22,26,81%,Private,12,Suburb,2460," $43,595 "," $43,595 "," $11,710 ",One Winooski Park,Colchester,VT,5439,8026542000,www.smcvt.edu,3618,2489,551,99,25,520,620,520,610,530,620,21,26,21,26,
Saint Norbert College,,83%,NR,NR,21,26,75%,Private,15,Suburb,2137," $36,024 "," $36,024 "," $12,740 ",100 Grant St,De Pere,WI,54115-2099,9203373181,www.snc.edu,2024,1686,546,0,95,,,,,0,0,21,27,20,26,
Saint Pauls College,,60%,930,1300,13,16,13%,Private,21,Town,644," $24,450 "," $24,450 "," $6,674 ",115 College Drive,Lawrenceville,VA,23868,4348483111,www.saintpauls.edu,681,406,155,83,21,330,420,310,420,290,460,9,16,14,16,
Saint Peter's College,,48%,1260,1550,17,24,47%,Private,15,Suburb,3111," $39,824 "," $39,824 "," $18,604 ",2641 Kennedy Blvd,Jersey City,NJ,07306-5997,2017616000,www.spc.edu,6519,3153,520,99,9,420,510,420,530,420,510,,,,,
Saint Thomas Aquinas College,,84%,1260,1570,17,24,56%,Private,18,Suburb,2100," $34,650 "," $34,650 "," $9,343 ",125 Rte 340,Sparkill,NY,10976-1050,8453984000,www.stac.edu,1357,1140,295,94,21,420,510,420,540,420,520,,,,,
Saint Vincent College,,67%,1440,1780,20,26,73%,Private,14,Suburb,2021," $37,915 "," $37,915 "," $14,340 ",300 Fraser Purchase Rd,Latrobe,PA,15650-2690,7245399761,www.stvincent.edu,1765,1191,441,96,29,480,590,490,600,470,590,20,26,20,26,
Salem College,,60%,1440,1810,22,28,53%,Private,10,City,939," $37,370 "," $37,370 "," $16,317 ",601 S Church St,Winston Salem,NC,27101,3367212600,www.salem.edu/,571,341,151,90,27,490,620,470,590,480,600,22,29,21,26,
Salem International University,,0%,NR,NR,NR,NR,42%,Private,19,Rural,574," $21,940 "," $21,940 "," $4,697 ",223 W Main St,Salem,WV,26426,3043261109,WWW.SALEMU.EDU,,,,,,,,,,0,0,,,,,
Salem State College,,58%,1320,1605,15,17,43%,Public,15,Suburb,10157," $19,443 "," $25,583 "," $4,412 ",352 Lafayette St,Salem,MA,1970,9785426000,www.salemstate.edu,5490,3171,994,93,4,440,540,440,530,440,535,,,,,
Salisbury University,,54%,1570,1820,21,26,69%,Public,16,Suburb,7868," $18,688 "," $27,184 "," $5,011 ",1101 Camden Ave,Salisbury,MD,21801-6862,4105436000,www.salisbury.edu,7525,4026,1276,72,12,520,600,520,620,530,600,20,24,21,25,
Salve Regina University,,65%,1500,1760,22,26,70%,Private,14,Suburb,2693," $43,650 "," $43,650 "," $14,447 ",100 Ochre Point Avenue,Newport,RI,02840-4192,4018476650,www.salve.edu,5238,3385,505,86,16,500,580,500,590,500,590,22,27,21,25,
Sam Houston State University,SHSU1172,57%,1350,1635,18,22,21%,Public,20,Town,16662," $17,870 "," $26,180 "," $6,725 ",1806 Ave J,Huntsville,TX,77340,9362941111,www.shsu.edu/,14909,8531,2170,83,45,440,540,460,550,450,545,17,22,18,23,
Samford University,SU6,84%,1560,1942.5,21,28,77%,Private,11,Suburb,4469," $32,527 "," $32,527 "," $10,514 ",800 Lakeshore Drive,Birmingham,AL,35229-2240,2057262011,www.samford.edu,2288,1911,733,44,85,520,645,520,650,520,647.5,23,31,22,28,
San Diego State University,SDSU70,31%,1395,1755,20,25,61%,Public,26,City,34889," $22,002 "," $33,162 "," $6,256 ",5500 Campanile Dr,San Diego,CA,92182,6195945200,www.sdsu.edu,50147,15658,4386,95,37,460,570,470,600,465,585,19,25,19,26,
San Francisco State University,,66%,1335,1710,19,24,44%,Public,23,City,30014," $22,830 "," $33,990 "," $6,942 ",1600 Holloway Ave,San Francisco,CA,94132,4153381111,www.sfsu.edu,30834,20351,3603,76,15,440,570,450,570,445,570,18,24,17,25,
San Jose State University,SJSU72,66%,1320,1680,18,24,41%,Public,23,City,32746," $21,336 "," $32,496 "," $6,568 ",1 Washington Sq,San Jose,CA,95192-0001,4089241000,www.sjsu.edu,24092,15943,3598,92,17,430,540,450,580,440,560,17,23,18,25,
Santa Clara University,SCU73,58%,1680,1995,25,30,85%,Private,12,City,8758," $52,080 "," $52,080 "," $13,907 ",500 El Camino Real,Santa Clara,CA,95053,4085544000,www.scu.edu,10124,5834,1221,87,39,550,650,570,680,560,665,24,31,25,30,
Savannah State University,SSU214,0%,NR,NR,NR,NR,34%,Public,19,Suburb,3453," $14,232 "," $25,846 "," $4,153 ",3219 College Street,Savannah,GA,31404-5310,9123562181,www.savannahstate.edu/,,,,,,,,,,0,0,,,,,
Schreiner University,,62%,1300,1650,18,23,45%,Private,13,Town,974," $30,775 "," $30,775 "," $9,794 ",2100 Memorial Blvd,Kerrville,TX,78028-5697,8308965411,www.schreiner.edu,991,613,290,86,48,440,550,440,570,420,530,16,23,17,24,
Scripps College,,33%,1900,2160,27,32,83%,Private,11,Suburb,972," $52,350 "," $52,350 "," $23,497 ",1030 North Columbia Avenue,Claremont,CA,91711-3905,9096218149,www.scrippscollege.edu,2061,678,203,82,48,640,730,620,700,640,730,,,,,
Seattle Pacific University,,93%,1500,1850,22,28,64%,Private,17,City,3891," $40,143 "," $40,143 "," $13,834 ",3307 3rd Ave W,Seattle,WA,98119-1997,2062812000,www.spu.edu,1973,1830,682,90,42,510,630,490,620,500,600,21,29,20,28,
Seattle University,SU1284,66%,1570,1900,23,29,71%,Private,13,City,7560," $43,498 "," $43,498 "," $12,444 ",900 Broadway,Seattle,WA,98122-4340,2062966000,www.seattleu.edu,5310,3522,733,88,43,520,640,530,640,520,620,23,30,23,28,
Seton Hall University,SHU703,79%,1420,1730,20,25,61%,Private,13,Suburb,9669," $45,484 "," $45,484 "," $14,296 ",400 S Orange Ave,South Orange,NJ,07079-2697,9737619000,www.shu.edu,10851,8602,1152,94,19,470,570,470,580,480,580,20,26,19,25,
Seton Hill University,,66%,NR,NR,NR,NR,60%,Private,15,Suburb,2087," $38,672 "," $38,672 "," $17,625 ",Seton Hill Dr,Greensburg,PA,15601,7248342200,www.setonhill.edu,1729,1143,299,,,,,,,0,0,,,,,
Sewanee-The University of the South,,68%,1710,2030,26,30,77%,Private,11,Rural,1562," $45,832 "," $45,832 "," $19,328 ",735 University Avenue,Sewanee,TN,37383-1000,9315981000,www.sewanee.edu,2481,1688,402,57,43,570,690,580,670,560,670,25,32,24,29,
Shaw University,,37%,NR,NR,NR,NR,28%,Private,16,City,2702," $23,436 "," $23,436 "," $7,227 ",118 East South Street,Raleigh,NC,27601,9195468200,www.shawu.edu,5565,2034,556,,,,,,,0,0,,,,,
Shenandoah University,,62%,1320,1700,18,23,48%,Private,8,City,3511," $37,150 "," $37,150 "," $10,440 ",1460 University Dr,Winchester,VA,22601-5195,5406654500,www.su.edu,1803,1109,402,92,29,440,570,440,570,440,560,16,24,17,23,
Shepherd University,,94%,1365,1665,19,24,38%,Public,20,Town,4185," $15,562 "," $23,902 "," $4,776 ",301 N. King St,Shepherdstown,WV,25443-3210,3048765000,WWW.SHEPHERD.EDU,1701,1599,707,45,52,460,560,450,550,455,555,17,23,19,24,
Shippensburg University of Pennsylvania,,71%,1340,1620,NR,NR,64%,Public,21,Town,7942," $17,256 "," $25,692 "," $4,986 ",1871 Old Main Drive,Shippensburg,PA,17257-2299,7174777447,www.ship.edu,6765,4791,1724,100,10,450,540,450,550,440,530,,,,,
Siena College,SC747,53%,1530,1845,22,27,80%,Private,14,Suburb,3305," $37,895 "," $37,895 "," $12,746 ",515 Loudon Rd,Loudonville,NY,12211-1462,5187832300,www.siena.edu,7282,3889,783,81,35,500,600,520,630,510,615,,,,,
Simmons College,,57%,1500,1800,21,26,73%,Private,15,City,4933," $48,800 "," $48,800 "," $12,693 ",300 The Fenway,Boston,MA,02115-5898,6175212000,www.simmons.edu,3522,2013,357,94,23,500,590,490,600,510,610,21,27,19,25,
Simpson College,,89%,NR,NR,21,27,68%,Private,14,Town,2018," $35,994 "," $35,994 "," $15,241 ",701 North C St,Indianola,IA,50125,5159616251,www.simpson.edu,1290,1142,390,0,97,,,,,0,0,20,27,20,26,
Skidmore College,,42%,1730,2030,26,30,81%,Private,10,Suburb,2777," $54,000 "," $54,000 "," $28,684 ",815 N Broadway,Saratoga Springs,NY,12866,5185805000,www.skidmore.edu,6371,2693,664,85,31,570,680,580,670,580,680,26,32,25,30,
Slippery Rock University of Pennsylvania,,59%,1370,1670,19,24,59%,Public,22,Town,8458," $19,032 "," $21,913 "," $5,012 ",1 Morrow Way,Slippery Rock,PA,16057-1383,7247389000,www.sru.edu,5779,3433,1547,88,25,460,550,470,570,440,550,18,24,18,25,
Smith College,,47%,NR,NR,NR,NR,88%,Private,8,Suburb,3101," $52,756 "," $52,756 "," $24,881 ",Elm St,Northampton,MA,1063,4135842700,www.smith.edu,4011,1904,665,,,,,,,0,0,,,,,
Sonoma State University,,81%,1365,1680,20,24,50%,Public,21,Suburb,8921," $21,550 "," $32,710 "," $5,503 ",1801 E Cotati Ave,Rohnert Park,CA,94928-3609,7076642880,www.sonoma.edu,12274,9963,1658,94,32,450,550,460,570,455,560,19,24,18,25,
South Carolina State University,SCSU1099,75%,1110,1410,15,18,45%,Public,17,Town,4888," $21,974 "," $30,138 "," $6,883 ",300 College St NE,Orangeburg,SC,29117-0001,8035367000,www.scsu.edu,4204,3169,966,62,38,370,470,370,470,370,470,,,,,
South Dakota State University,SDSU1122,93%,NR,NR,20,26,51%,Public,18,Town,11995," $16,195 "," $17,568 "," $4,104 ",Administration Lane,Brookings,SD,57007-1898,8009523541,www.sdstate.edu,4191,3917,2135,0,97,,,,,0,0,19,25,19,26,
Southeast Missouri State University,SMSU625,92%,1350,1725,20,25,51%,Public,20,Town,10736," $16,435 "," $21,070 "," $5,279 ",One University Plaza,Cape Girardeau,MO,63701-9980,5736512000,WWW.SEMO.EDU,4165,3835,1805,3,90,440,570,460,580,450,575,20,26,18,25,
Southeastern Louisiana University,,49%,NR,NR,19,24,29%,Public,21,Town,15215," $14,448 "," $21,704 "," $4,447 ",548 Western Ave.,Hammond,LA,70402,9855492000,www.selu.edu,6778,3293,2720,0,100,,,,,0,0,19,25,18,23,
Southeastern Oklahoma State University,SOSU955,82%,NR,NR,18,23,29%,Public,19,Town,3866," $13,923 "," $20,294 "," $4,201 ",Fifth and University,Durant,OK,74701-0609,5807452000,www.se.edu,1083,890,669,9,91,,,,,0,0,17,23,16,22,
Southern Arkansas University Main Campus,,74%,1320,1650,18,24,31%,Public,15,Town,3118," $16,280 "," $18,920 "," $5,858 ",100 E. University,Magnolia,AR,71753,8702354000,WWW.SAUMAG.EDU,2024,1493,619,6,94,410,540,470,560,440,550,17,25,17,24,
Southern Connecticut State University,,71%,1305,1440,NR,NR,38%,Public,15,City,11769," $18,980 "," $28,672 "," $5,752 ",501 Crescent Street,New Haven,CT,06515-1355,2033925200,www.southernct.edu,5597,3993,1244,98,0,440,480,430,480,435,480,,,,,
Southern Illinois University Carbondale,SIUC273,69%,660,840,19,24,46%,Public,27,Rural,20673," $21,913 "," $32,848 "," $7,503 ",,Carbondale,IL,62901-4512,6184532121,www.siuc.edu,11509,7900,2450,3,94,,,440,560,220,280,18,24,17,25,
Southern Illinois University Edwardsville,SIUE274,84%,NR,NR,20,25,49%,Public,18,Suburb,13602," $24,531 "," $33,833 "," $7,547 ",Il State Rte 157,Edwardsville,IL,62026-1001,6186502000,www.siue.edu,6952,5863,1950,0,99,,,,,0,0,20,25,19,26,
Southern Methodist University,,53%,1710,2010,25,30,74%,Private,12,Suburb,10965," $49,920 "," $49,920 "," $15,764 ",6425 Boaz St,Dallas,TX,75275-0221,2147682000,www.smu.edu,8442,4471,1329,73,53,560,660,580,680,570,670,25,32,25,30,
Southern New Hampshire University,,90%,1300,1580,18,24,49%,Private,25,City,6991," $40,168 "," $40,168 "," $11,745 ",2500 N River Rd,Manchester,NH,3106,6036682211,www.snhu.edu,3128,2824,482,87,11,430,520,440,540,430,520,16,24,17,24,
Southern University and A & M College,,57%,574.5,762,17,20,28%,Public,15,City,7669," $13,834 "," $19,626 "," $5,736 ",Southern Branch Post Office,Baton Rouge,LA,70813,2257714500,www.subr.edu,2943,1677,1044,13,87,,,383,508,191.5,254,16,21,16,20,
Southern Utah University,SUU1228,72%,1335,1740,18,25,38%,Public,23,Town,7516," $14,255 "," $22,833 "," $3,554 ",351 West University Blvd,Cedar City,UT,84720,4355867700,www.suu.edu,3282,2359,1244,10,90,450,580,440,580,445,580,19,26,18,24,
Southern Vermont College,,93%,1200,1490,15,20,40%,Private,14,Rural,456," $30,520 "," $30,520 "," $9,760 ",982 Mansion Drive,Bennington,VT,05201-6002,8024476324,www.svc.edu,352,329,108,94,6,400,500,410,500,390,490,15,21,17,19,
Southwest Baptist University,,92%,1290,1740,20,26,56%,Private,16,Town,3656," $25,000 "," $25,000 "," $5,944 ",1600 University Ave,Bolivar,MO,65613-2596,8005265859,www.sbuniv.edu,1617,1493,458,9,95,410,560,450,600,430,580,20,27,19,26,
Southwest Minnesota State University,,65%,NR,NR,19,24,41%,Public,27,Rural,6502," $17,200 "," $17,200 "," $3,448 ",1501 State St,Marshall,MN,56258-5468,5075377678,www.smsu.edu,2054,1336,461,0,93,,,,,0,0,19,25,19,24,
Southwestern Oklahoma State University,,92%,NR,NR,18,24,38%,Public,21,Town,4850," $15,212 "," $20,552 "," $5,341 ",100 Campus Dr,Weatherford,OK,73096-3098,5807726611,www.swosu.edu,1417,1305,927,0,91,,,,,0,0,17,24,17,24,
Southwestern University,,63%,1710,2025,25,30,75%,Private,9,Town,1270," $41,240 "," $41,240 "," $13,396 ",1001 University Ave,Georgetown,TX,78626,5128636511,www.southwestern.edu,2490,1579,375,91,58,570,680,570,670,570,675,,,,,
Spalding University,,46%,NR,NR,19,21,35%,Private,14,City,1712," $24,152 "," $24,152 "," $5,684 ",845 S. Third Street,Louisville,KY,40203-2188,5025859911,www.spalding.edu,1176,546,281,0,40,,,,,0,0,18,21,17,20,
Spelman College,,35%,1440,1680,20,24,80%,Private,11,City,2270," $36,488 "," $36,488 "," $6,363 ",350 Spelman Ln SW,Atlanta,GA,30314-4399,4046813643,www.spelman.edu,6033,2122,555,78,57,490,570,470,550,480,560,21,26,19,24,
Springfield College,,69%,1365,1695,NR,NR,64%,Private,12,City,4806," $40,330 "," $40,330 "," $11,702 ",263 Alden St,Springfield,MA,01109-3797,4137483116,www.spfldcol.edu,2391,1649,579,98,0,450,560,460,570,455,565,,,,,
St Andrews Presbyterian College,,0%,NR,NR,NR,NR,54%,Private,13,Town,623," $35,500 "," $35,500 "," $10,039 ",1700 Dogwood Mile,Laurinburg,NC,28352,9102775000,www.sapc.edu,,,,,,,,,,0,0,,,,,
St Lawrence University,,39%,NR,NR,NR,NR,76%,Private,11,Town,2325," $51,575 "," $51,575 "," $22,263 ",23 Romoda Drive,Canton,NY,13617,3152295011,www.stlawu.edu,4715,1848,580,,,,,,,0,0,,,,,
St Marys University,,76%,1400,1720,20,25,59%,Private,13,City,3889," $34,560 "," $34,560 "," $17,833 ",One Camino Santa Maria,San Antonio,TX,78228-8572,2104363011,www.stmarytx.edu/,2448,1859,531,85,38,470,570,470,590,460,560,19,25,19,25,
St. Catherine University,,67%,1512,2082,21,26,53%,Private,13,City,5201," $40,138 "," $40,138 "," $12,162 ",2004 Randolph Ave,Saint Paul,MN,55105,6516906000,www.stkate.edu,2151,1445,414,3,95,515,708,493,680,504,694,21,26,20,26,
St. Francis College,,78%,1230,1545,NR,NR,54%,Private,18,City,2425," $31,950 "," $31,950 "," $7,538 ",180 Remsen St,Brooklyn Heights,NY,11201-9902,7185222300,www.stfranciscollege.edu,1944,1513,603,97,0,420,510,400,520,410,515,,,,,
St. John's University-New York,,46%,1455,1785,NR,NR,60%,Private,18,City,20109," $47,980 "," $47,980 "," $16,851 ",8000 Utopia Pky,Queens,NY,11439,7189906161,www.stjohns.edu,40970,18670,3268,96,0,480,580,490,610,485,595,,,,,
St. Mary's College of Maryland,,52%,1720,2020,24,29,75%,Public,11,Rural,2068," $26,989 "," $38,382 "," $3,245 ",18952 E. Fisher Rd,Saint Mary's City,MD,20686-3001,2408952000,www.smcm.edu,2723,1411,456,96,17,580,680,570,660,570,680,24,31,25,29,
St. Olaf College,,57%,1770,2100,26,31,86%,Private,12,Town,3073," $45,600 "," $45,600 "," $15,489 ",1520 St Olaf Ave,Northfield,MN,55057-1098,5077862222,www.stolaf.edu,3882,2230,778,46,83,590,710,590,690,590,700,26,33,25,31,
Stanford University,SU75,8%,2010,2300,30,34,94%,Private,5,Suburb,17833," $54,009 "," $54,009 "," $28,174 ",,Stanford,CA,94305,6507232300,www.stanford.edu/,30429,2426,1694,92,39,660,760,680,780,670,760,30,35,29,34,
Stephen F Austin State University,SFASU1174,73%,1270,1590,18,23,39%,Public,21,Town,12000," $19,565 "," $27,875 "," $3,004 ",1936 North St,Nacogdoches,TX,75962,9364682011,www.sfasu.edu,8960,6511,2396,82,46,420,530,440,540,410,520,16,23,17,23,
Stetson University,SU186,53%,1485,1800,21,26,67%,Private,11,Suburb,3696," $43,420 "," $43,420 "," $18,376 ",421 N Woodland Blvd,DeLand,FL,32723,3868227000,www.stetson.edu,4640,2479,502,90,62,500,600,490,600,495,600,20,26,19,26,
Stevens Institute of Technology,,51%,1710,2010,24,29,79%,Private,13,Suburb,5595," $52,130 "," $52,130 "," $19,918 ",Castle Point On Hudson,Hoboken,NJ,07030-5991,2012165000,www.stevens.edu,2972,1514,561,87,26,550,650,620,710,540,650,22,29,25,32,
Stevenson University,,57%,1350,1680,18,22,66%,Private,15,Suburb,3409," $34,519 "," $34,519 "," $8,853 ",1525 Greenspring Valley Rd,Stevenson,MD,21153-0641,4104867000,www.stevenson.edu,4107,2345,527,97,14,450,560,450,560,450,560,17,23,16,21,
Stillman College,,44%,1125,1380,16,19,19%,Private,18,City,1048," $23,198 "," $23,198 "," $6,352 ",3601 Stillman Boulevard,Tuscaloosa,AL,35403,2053494240,www.stillman.edu,5909,2580,384,21,79,380,450,370,470,375,460,15,20,15,18,
Stonehill College,,56%,NR,NR,NR,NR,82%,Private,13,Suburb,2426," $45,640 "," $45,640 "," $13,806 ",320 Washington Street,Easton,MA,02357-6110,5085651000,www.stonehill.edu,5871,3313,684,,,,,,,0,0,,,,,
Stony Brook University,SBU748,40%,1620,1910,24,28,61%,Public,19,Suburb,23991," $18,770 "," $26,670 "," $4,871 ",,Stony Brook,NY,11794,6316326000,www.stonybrook.edu,28587,11411,2806,95,22,520,620,580,670,520,620,23,28,24,29,
Suffolk University,,85%,1350,1680,19,24,55%,Private,14,City,9434," $45,402 "," $45,402 "," $9,090 ",8 Ashburton Pl Beacon Hill,Boston,MA,02108-2770,6175738000,www.suffolk.edu,9037,7662,1255,92,12,450,560,450,560,450,560,,,,,
Sul Ross State University,,0%,NR,NR,NR,NR,18%,Public,14,Town,2772," $15,066 "," $21,714 "," $4,741 ",400 North Harrison,Alpine,TX,79832,4328378011,www.sulross.edu,,,,,,,,,,0,0,,,,,
SUNY at Albany,,50%,1515,1785,22,26,64%,Public,21,City,18204," $19,728 "," $27,628 "," $4,831 ",1400 Washington Avenue,Albany,NY,12222,5184423300,www.albany.edu,21892,11031,2410,95,23,490,580,520,610,505,595,,,,,
SUNY at Binghamton,,40%,1785,2025,26,29,78%,Public,21,City,14882," $19,175 "," $27,075 "," $4,511 ",Vestal Pky E,Binghamton,NY,13902-6000,6077772000,www.binghamton.edu,26666,10598,2521,95,26,580,660,610,690,595,675,,,,,
SUNY at Fredonia,,52%,1515,1785,21,26,63%,Public,17,Town,5573," $18,801 "," $26,701 "," $3,141 ",Central Ave,Fredonia,NY,14063-1136,7166733111,www.fredonia.edu,6489,3360,1188,82,24,500,590,510,600,505,595,,,,,
SUNY at Geneseo,,35%,1860,2085,28,30,78%,Public,19,Town,5585," $18,626 "," $26,526 "," $3,177 ",1 College Circle,Geneseo,NY,14454-1465,5852455211,www.geneseo.edu/,10413,3618,948,68,29,610,700,630,690,620,695,,,,,
SUNY at Purchase College,,27%,1500,1830,21,25,51%,Public,18,Suburb,4251," $19,695 "," $27,595 "," $4,191 ",735 Anderson Hill Rd,Purchase,NY,10577-1400,9142516000,www.purchase.edu,8621,2302,694,94,19,510,630,490,580,500,620,22,26,18,24,
SUNY College at Brockport,,45%,1420,1710,21,25,62%,Public,17,Rural,8275," $19,350 "," $27,250 "," $4,448 ",350 New Campus Dr,Brockport,NY,14420-2919,5853952211,www.brockport.edu,8671,3875,1091,95,43,470,560,500,590,450,560,19,25,21,26,
SUNY College at Buffalo,,43%,1365,1620,NR,NR,42%,Public,18,City,11234," $18,959 "," $26,859 "," $2,888 ",1300 Elmwood Ave,Buffalo,NY,14222,7168784000,www.buffalostate.edu,11132,4750,1523,83,0,450,540,460,540,455,540,,,,,
SUNY College at Cortland,,40%,1485,1725,20,24,63%,Public,17,Town,7234," $19,575 "," $27,475 "," $3,144 ",,Cortland,NY,13045-0900,6077532011,www.cortland.edu,12017,4849,1167,90,21,510,590,480,560,495,575,,,,,
SUNY College at New Paltz,,39%,1545,1800,NR,NR,69%,Public,13,Town,8205," $18,691 "," $26,591 "," $4,619 ",1 Hawk Drive,New Paltz,NY,12561-2443,8452577869,www.newpaltz.edu,13868,5452,1335,95,0,520,600,510,600,515,600,,,,,
SUNY College at Old Westbury,,51%,1340,1600,20,24,38%,Public,18,Suburb,3505," $18,147 "," $26,047 "," $3,355 ",223 Store Hill Rd,Old Westbury,NY,11568-0210,5168763000,www.oldwestbury.edu,3610,1830,443,74,5,450,530,460,550,430,520,,,,,
SUNY College at Oneonta,,39%,1530,1770,22,25,59%,Public,18,Town,5757," $18,193 "," $26,093 "," $4,077 ",Ravine Parkway,Oneonta,NY,13820-4015,6074363500,www.oneonta.edu,12687,4972,1101,92,27,500,580,520,600,510,590,,,,,
SUNY College at Oswego,,47%,1575,1785,21,25,57%,Public,19,Town,8909," $19,226 "," $27,126 "," $4,909 ",7060 State Route 104,Oswego,NY,13126,3153122500,www.oswego.edu/,10464,4899,1391,97,33,530,590,520,600,525,595,,,,,
SUNY College at Plattsburgh,,48%,1425,1710,20,24,54%,Public,16,Town,6358," $17,645 "," $25,545 "," $4,711 ",101 Broad Street,Plattsburgh,NY,12901-2681,5185642000,www.plattsburgh.edu,6720,3245,1066,95,30,470,560,480,580,475,570,18,24,19,24,
SUNY College at Potsdam,,66%,1410,1710,20,24,49%,Public,14,Town,4325," $18,494 "," $26,394 "," $4,395 ",Pierrepont Ave,Potsdam,NY,13676-2294,3152672000,www.potsdam.edu,4525,2970,832,94,32,470,570,470,570,470,570,,,,,
SUNY College of Agriculture and Technology at Cobleskill,,71%,1320,1635,20,23,23%,Public,20,Town,2615," $19,113 "," $27,013 "," $4,586 ",,Cobleskill,NY,12043,5182555525,www.cobleskill.edu/,3103,2212,903,85,26,420,540,460,550,440,545,,,,,
SUNY Institute of Technology at Utica-Rome,,37%,1500,1755,22,25,0%,Public,16,Suburb,2891," $17,660 "," $25,560 "," $5,143 ",Horatio Street,Utica,NY,13504-3050,3157927100,www.sunyit.edu,1794,668,203,86,14,480,570,520,600,500,585,20,24,23,27,
SUNY Maritime College,,64%,1485,1725,20,24,49%,Public,17,City,1630," $20,280 "," $28,180 "," $2,708 ",6 Pennyfield Avenue,Throggs Neck,NY,10465-4198,7184097200,www.sunymaritime.edu,1397,888,356,97,21,480,550,510,600,495,575,,,,,
Susquehanna University,,73%,1510,1810,23,28,82%,Private,13,Town,2137," $43,200 "," $43,200 "," $15,174 ",514 University Ave,Selinsgrove,PA,17870-1025,5703740101,www.susqu.edu,3032,2212,624,85,10,500,600,510,610,500,600,21,28,21,27,
Swarthmore College,,17%,2010,2290,30,33,92%,Private,7,Suburb,1490," $52,265 "," $52,265 "," $30,084 ",500 College Ave,Swarthmore,PA,19081,6103288000,www.swarthmore.edu,5575,969,394,91,32,670,760,670,770,670,760,,,,,
